config,median,mean,std
10-slot-40MHz,19.799999999999997,19.682222222222222,2.0505728318756367
5-slot-20MHz,20.15,21.261999999999997,8.280435503112875
5-slot-40MHz,19.7,19.819000000000003,1.7699338000517584
