config,median,mean,std
10-slot-40MHz,34.1,34.38444444444444,4.1527278461626445
5-slot-20MHz,15.3,15.173750000000002,1.8368757012308026
5-slot-40MHz,37.150000000000006,36.061,4.416975861104039
