config,median,mean,std
10-slot-40MHz,19.65,19.445999999999998,2.0296001497035734
20-slot-40MHz,33.150000000000006,32.991,6.2509327788787346
5-slot-20MHz,20.1,19.805,2.0887565775848653
5-slot-40MHz,19.8,19.657,1.959914191071547
